customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted
ik743897,西沢麗,C02,F,2016-11-01 00:00:00,,CA1,0
ik905330,篠崎真結,C01,F,2016-11-01 00:00:00,,CA1,0
ik972922,浅沼碧依,C02,F,2016-11-01 00:00:00,,CA1,0
ik980980,坂東喜代治,C03,M,2016-11-01 00:00:00,,CA1,0
oa032400,菅公彦,C03,M,2016-11-01 00:00:00,,CA1,0
oa038299,内山結愛,C01,F,2016-11-01 00:00:00,,CA1,0
oa116423,森永政男,C01,M,2016-11-01 00:00:00,,CA1,0
oa124956,新井奈々,C01,F,2016-11-01 00:00:00,,CA1,0
oa179234,氏家陳雄,C01,M,2016-11-01 00:00:00,2018-07-31 00:00:00,CA1,1
oa225531,橘杏奈,C01,F,2016-11-01 00:00:00,,CA1,0
oa334079,田畑紫苑,C02,F,2016-11-01 00:00:00,2018-04-30 00:00:00,CA1,1
oa362502,久保佐一,C01,M,2016-11-01 00:00:00,,CA1,0
oa396508,永井遙香,C01,F,2016-11-01 00:00:00,,CA1,0
oa402979,今美涼,C03,F,2016-11-01 00:00:00,,CA1,0
oa467198,吉田浩之,C01,M,2016-11-01 00:00:00,,CA1,0
oa832624,迫田正平,C03,M,2016-11-01 00:00:00,,CA1,0
oa912932,棚橋美波,C01,F,2016-11-01 00:00:00,,CA1,0
pl128063,石田信孝,C01,M,2016-11-01 00:00:00,2018-04-30 00:00:00,CA1,1
pl294980,若林沙耶,C02,F,2016-11-01 00:00:00,,CA1,0
pl527945,平井緑,C01,F,2016-11-01 00:00:00,,CA1,0
pl570199,市川竜太,C01,M,2016-11-01 00:00:00,,CA1,0
pl617565,荻原市郎,C01,M,2016-11-01 00:00:00,,CA1,0
pl650353,酒井正之,C01,M,2016-11-01 00:00:00,,CA1,0
pl746909,平川利之,C03,M,2016-11-01 00:00:00,,CA1,0
pl901751,寺尾海人,C01,M,2016-11-01 00:00:00,,CA1,0
pl902347,寺崎和臣,C01,M,2016-11-01 00:00:00,,CA1,0
ts002058,児島紗彩,C01,F,2016-11-01 00:00:00,,CA1,0
ts003673,篠崎佳代子,C01,F,2016-11-01 00:00:00,,CA1,0
ts028665,高倉香凛,C03,F,2016-11-01 00:00:00,,CA1,0
ts105753,久保房子,C02,F,2016-11-01 00:00:00,,CA1,0
ts257517,奥克美,C02,F,2016-11-01 00:00:00,,CA1,0
ts344152,寺沢智恵,C03,F,2016-11-01 00:00:00,,CA1,0
ts361500,角美樹子,C01,F,2016-11-01 00:00:00,,CA1,0
ts365803,小玉望,C01,F,2016-11-01 00:00:00,,CA1,0
ts392587,小幡恵美,C02,F,2016-11-01 00:00:00,,CA1,0
ts397712,藤巻菜帆,C02,F,2016-11-01 00:00:00,2018-09-30 00:00:00,CA1,1
ts935837,大森健志,C01,M,2016-11-01 00:00:00,,CA1,0
ts957381,土井華絵,C02,F,2016-11-01 00:00:00,,CA1,0
as031206,板垣邦彦,C03,M,2016-12-01 00:00:00,,CA1,0
as108507,町田俊文,C03,M,2016-12-01 00:00:00,,CA1,0
as282618,福山明弘,C01,M,2016-12-01 00:00:00,,CA1,0
as311628,大澤彦太郎,C01,M,2016-12-01 00:00:00,,CA1,0
as383234,矢崎敏男,C02,M,2016-12-01 00:00:00,2018-05-31 00:00:00,CA1,1
as394423,及川慶太,C02,M,2016-12-01 00:00:00,,CA1,0
as467683,大江省吾,C01,M,2016-12-01 00:00:00,,CA1,0
as582607,石橋広幸,C01,M,2016-12-01 00:00:00,,CA1,0
as795406,勝又円香,C03,F,2016-12-01 00:00:00,,CA1,0
as812685,本村裕司,C03,M,2016-12-01 00:00:00,,CA1,0
as870817,広瀬嘉之,C01,M,2016-12-01 00:00:00,,CA1,0
as931712,伊藤恵一,C03,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
as942939,平良美結,C02,F,2016-12-01 00:00:00,,CA1,0
gd106268,高松亜弥,C01,F,2016-12-01 00:00:00,,CA1,0
gd230002,遠山講一,C01,M,2016-12-01 00:00:00,,CA1,0
gd298325,松岡勲,C03,M,2016-12-01 00:00:00,,CA1,0
gd306378,桑田安,C03,M,2016-12-01 00:00:00,,CA1,0
gd411680,安藤佐太郎,C03,M,2016-12-01 00:00:00,,CA1,0
gd413362,相川敏仁,C03,M,2016-12-01 00:00:00,,CA1,0
gd459648,畑昭雄,C02,M,2016-12-01 00:00:00,,CA1,0
gd484864,池本孝宏,C01,M,2016-12-01 00:00:00,,CA1,0
gd516585,武内空,C02,F,2016-12-01 00:00:00,,CA1,0
gd705390,平岡勇雄,C01,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
gd721751,浅見正元,C01,M,2016-12-01 00:00:00,,CA1,0
gd868389,亀山大和,C03,M,2016-12-01 00:00:00,,CA1,0
gd933293,野沢睦美,C01,F,2016-12-01 00:00:00,,CA1,0
hd069512,河村大樹,C03,M,2016-12-01 00:00:00,,CA1,0
hd155154,宮川敦司,C01,M,2016-12-01 00:00:00,,CA1,0
hd186795,福本義人,C01,M,2016-12-01 00:00:00,,CA1,0
hd244526,大田真由美,C02,F,2016-12-01 00:00:00,,CA1,0
hd666225,村木花菜,C02,F,2016-12-01 00:00:00,,CA1,0
hd867363,金城梨央,C03,F,2016-12-01 00:00:00,,CA1,0
hd984838,板倉直美,C02,F,2016-12-01 00:00:00,,CA1,0
hi106422,関洋二,C01,M,2016-12-01 00:00:00,,CA1,0
hi151205,大村美空,C01,F,2016-12-01 00:00:00,,CA1,0
hi161247,堀川悦子,C01,F,2016-12-01 00:00:00,,CA1,0
hi275161,秋山春治,C01,M,2016-12-01 00:00:00,,CA1,0
hi505696,大川柑奈,C02,F,2016-12-01 00:00:00,,CA1,0
hi529562,畑中琉月,C03,M,2016-12-01 00:00:00,2018-11-30 00:00:00,CA1,1
hi735866,藤沢利男,C03,M,2016-12-01 00:00:00,,CA1,0
hi777712,栗山一平,C01,M,2016-12-01 00:00:00,,CA1,0
hi779743,土橋英樹,C02,M,2016-12-01 00:00:00,2018-08-31 00:00:00,CA1,1
hi886359,神崎香凛,C02,F,2016-12-01 00:00:00,,CA1,0
ik023975,塚本希実,C01,F,2016-12-01 00:00:00,,CA1,0
ik027801,川崎静枝,C03,F,2016-12-01 00:00:00,,CA1,0
ik052835,小松知佳,C02,F,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
ik077913,三輪直子,C03,F,2016-12-01 00:00:00,,CA1,0
ik158306,北尾彩花,C01,F,2016-12-01 00:00:00,,CA1,0
ik276561,花井純,C01,M,2016-12-01 00:00:00,,CA1,0
ik323455,尾形貴英,C03,M,2016-12-01 00:00:00,,CA1,0
ik452806,水口知佳,C02,F,2016-12-01 00:00:00,,CA1,0
ik518694,島崎和也,C01,M,2016-12-01 00:00:00,,CA1,0
ik686461,坪井行夫,C01,M,2016-12-01 00:00:00,,CA1,0
ik850378,木本秀夫,C01,M,2016-12-01 00:00:00,,CA1,0
oa061841,柴崎博道,C01,M,2016-12-01 00:00:00,,CA1,0
oa176831,山根淳三,C01,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1
oa187758,川嶋晃一,C01,M,2016-12-01 00:00:00,,CA1,0
oa283367,東頼子,C01,F,2016-12-01 00:00:00,,CA1,0
oa379819,相原法子,C01,F,2016-12-01 00:00:00,,CA1,0
oa383490,杉山樹,C02,F,2016-12-01 00:00:00,,CA1,0
oa607825,井沢義光,C03,M,2016-12-01 00:00:00,,CA1,0
oa702752,黒沢志郎,C01,M,2016-12-01 00:00:00,,CA1,0
pl049709,久米櫻,C02,F,2016-12-01 00:00:00,,CA1,0
pl217190,坂井歩美,C02,F,2016-12-01 00:00:00,,CA1,0
pl666665,井沢哲雄,C01,M,2016-12-01 00:00:00,,CA1,0
pl759158,若林留子,C02,F,2016-12-01 00:00:00,,CA1,0
pl783702,梅原楓華,C03,F,2016-12-01 00:00:00,,CA1,0
pl784859,橋爪爽翔,C03,M,2016-12-01 00:00:00,,CA1,0
pl863680,西田誠一,C01,M,2016-12-01 00:00:00,,CA1,0
ts290936,入江郁子,C01,F,2016-12-01 00:00:00,,CA1,0
ts322238,森井一夫,C01,M,2016-12-01 00:00:00,,CA1,0
ts348223,加賀紗弥,C03,F,2016-12-01 00:00:00,2018-05-31 00:00:00,CA1,1
ts396028,黒川俊史,C02,M,2016-12-01 00:00:00,,CA1,0
ts408289,宮脇咲奈,C01,F,2016-12-01 00:00:00,,CA1,0
ts695571,目黒里歩,C01,F,2016-12-01 00:00:00,,CA1,0
ts925357,菅谷泰史,C03,M,2016-12-01 00:00:00,2018-04-30 00:00:00,CA1,1
as196653,早坂史織,C01,F,2017-01-01 00:00:00,,CA1,0
as335390,福井楓香,C01,F,2017-01-01 00:00:00,,CA1,0
as499352,小室和香,C02,F,2017-01-01 00:00:00,,CA1,0
as818410,岩沢凱虎,C01,M,2017-01-01 00:00:00,,CA1,0
gd238607,高木真紀,C02,F,2017-01-01 00:00:00,,CA1,0
gd316957,結城豊明,C02,M,2017-01-01 00:00:00,,CA1,0
gd325128,金森栄一郎,C01,M,2017-01-01 00:00:00,2018-04-30 00:00:00,CA1,1
gd582469,櫻井郁美,C02,F,2017-01-01 00:00:00,,CA1,0
gd699826,岩佐雅宣,C01,M,2017-01-01 00:00:00,,CA1,0
gd719151,川畑天音,C02,F,2017-01-01 00:00:00,,CA1,0
gd998772,宮川久子,C01,F,2017-01-01 00:00:00,,CA1,0
hd084175,植木昇一,C03,M,2017-01-01 00:00:00,,CA1,0
hd113386,川口俊史,C01,M,2017-01-01 00:00:00,,CA1,0
hd139654,奈良忠司,C01,M,2017-01-01 00:00:00,,CA1,0
hd165212,石岡真吉,C03,M,2017-01-01 00:00:00,,CA1,0
hd188491,小西泰次,C03,M,2017-01-01 00:00:00,,CA1,0
hd263348,風間七菜,C03,F,2017-01-01 00:00:00,,CA1,0
hd557689,松崎瑞姫,C01,F,2017-01-01 00:00:00,,CA1,0
hd719737,浦田祐一,C01,M,2017-01-01 00:00:00,,CA1,0
hd749546,池谷愛花,C02,F,2017-01-01 00:00:00,,CA1,0
hd760983,市原政美,C02,F,2017-01-01 00:00:00,,CA1,0
hd771279,杉山義彦,C01,M,2017-01-01 00:00:00,,CA1,0
hi056567,冨永憲明,C03,M,2017-01-01 00:00:00,,CA1,0
hi109765,福永巧,C01,M,2017-01-01 00:00:00,,CA1,0
hi113055,花岡栞奈,C01,F,2017-01-01 00:00:00,,CA1,0
hi151922,岩間由利子,C01,F,2017-01-01 00:00:00,,CA1,0
hi235051,長島綾花,C03,F,2017-01-01 00:00:00,2018-06-30 00:00:00,CA1,1
hi246920,川名望,C01,F,2017-01-01 00:00:00,,CA1,0
hi297129,長坂昌,C03,M,2017-01-01 00:00:00,,CA1,0
hi338198,陳祐希,C01,F,2017-01-01 00:00:00,,CA1,0
hi375298,江成瑞紀,C01,F,2017-01-01 00:00:00,,CA1,0
hi488259,栗田愛菜,C02,F,2017-01-01 00:00:00,,CA1,0
hi527630,土橋仁貴,C03,M,2017-01-01 00:00:00,,CA1,0
hi614861,奥村賢司,C01,M,2017-01-01 00:00:00,,CA1,0
hi615379,塚原厚吉,C01,M,2017-01-01 00:00:00,,CA1,0
hi795669,小峰綾香,C01,F,2017-01-01 00:00:00,,CA1,0
hi957106,坂一司,C03,M,2017-01-01 00:00:00,,CA1,0
ik174853,村上静枝,C01,F,2017-01-01 00:00:00,,CA1,0
ik250912,平塚華乃,C02,F,2017-01-01 00:00:00,,CA1,0
ik703077,須田十郎,C01,M,2017-01-01 00:00:00,2018-12-31 00:00:00,CA1,1
ik747199,谷本美輝,C01,F,2017-01-01 00:00:00,,CA1,0
ik907713,中島茂雄,C03,M,2017-01-01 00:00:00,,CA1,0
ik967528,松浦哲二,C03,M,2017-01-01 00:00:00,,CA1,0
ik990829,須田伊都子,C01,F,2017-01-01 00:00:00,,CA1,0
ik998240,梶鈴,C01,F,2017-01-01 00:00:00,,CA1,0
oa072075,山内瑠奈,C03,F,2017-01-01 00:00:00,,CA1,0
oa192308,森下宣政,C03,M,2017-01-01 00:00:00,,CA1,0
oa215868,鈴木若奈,C01,F,2017-01-01 00:00:00,2018-05-31 00:00:00,CA1,1
oa233706,川畑真子,C02,F,2017-01-01 00:00:00,,CA1,0
oa241119,尾上萌花,C02,F,2017-01-01 00:00:00,,CA1,0
oa354722,古市進也,C01,M,2017-01-01 00:00:00,,CA1,0
oa398636,三木慶丞,C03,M,2017-01-01 00:00:00,,CA1,0
oa459530,矢田政弘,C01,M,2017-01-01 00:00:00,,CA1,0
oa471356,長島美樹,C02,F,2017-01-01 00:00:00,,CA1,0
oa668076,坂本真由,C03,F,2017-01-01 00:00:00,,CA1,0
oa698422,板橋美佳,C01,F,2017-01-01 00:00:00,,CA1,0
oa818294,福元真希,C02,F,2017-01-01 00:00:00,,CA1,0
oa896685,黒川利之,C03,M,2017-01-01 00:00:00,,CA1,0
pl071673,河内真希,C03,F,2017-01-01 00:00:00,,CA1,0
pl242307,井手美枝子,C01,F,2017-01-01 00:00:00,,CA1,0
pl259109,島本雛子,C02,F,2017-01-01 00:00:00,,CA1,0
pl331522,鹿野徳雄,C01,M,2017-01-01 00:00:00,,CA1,0
pl381656,大滝義信,C03,M,2017-01-01 00:00:00,,CA1,0
pl400427,結城円,C01,F,2017-01-01 00:00:00,,CA1,0
pl538517,富樫武裕,C03,M,2017-01-01 00:00:00,,CA1,0
pl564760,塚越永二,C03,M,2017-01-01 00:00:00,,CA1,0
pl975652,羽鳥敏男,C01,M,2017-01-01 00:00:00,,CA1,0
ts138606,奥村由実,C01,F,2017-01-01 00:00:00,,CA1,0
ts236568,小寺絵美,C02,F,2017-01-01 00:00:00,,CA1,0
ts394144,野呂幹男,C01,M,2017-01-01 00:00:00,,CA1,0
ts749639,高津雄太,C01,M,2017-01-01 00:00:00,,CA1,0
ts808526,五十嵐利佳,C03,F,2017-01-01 00:00:00,,CA1,0
ts821125,黒沢花,C01,F,2017-01-01 00:00:00,,CA1,0
ts937124,山崎晶,C03,M,2017-01-01 00:00:00,,CA1,0
ts975153,増田克子,C02,F,2017-01-01 00:00:00,,CA1,0
as098763,山野奈央,C01,F,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
as113826,松元美津子,C01,F,2017-02-01 00:00:00,,CA1,0
as207011,木戸果歩,C02,F,2017-02-01 00:00:00,,CA1,0
as275753,稲田竜三,C03,M,2017-02-01 00:00:00,,CA1,0
as404195,上村政美,C01,F,2017-02-01 00:00:00,,CA1,0
as454149,小泉麻美,C01,F,2017-02-01 00:00:00,,CA1,0
as650043,多田咲里,C02,F,2017-02-01 00:00:00,,CA1,0
as969133,喜多正彦,C03,M,2017-02-01 00:00:00,,CA1,0
gd100850,下田金之助,C01,M,2017-02-01 00:00:00,,CA1,0
gd126264,高沢尚紀,C03,M,2017-02-01 00:00:00,,CA1,0
gd172600,宮原高志,C02,M,2017-02-01 00:00:00,,CA1,0
gd173197,塩見智恵子,C03,F,2017-02-01 00:00:00,,CA1,0
gd174095,川西明,C01,M,2017-02-01 00:00:00,,CA1,0
gd216317,名取武夫,C01,M,2017-02-01 00:00:00,,CA1,0
gd361244,芳賀隆雄,C03,M,2017-02-01 00:00:00,,CA1,0
gd375438,橋本菜々美,C02,F,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
gd631254,赤木金太郎,C03,M,2017-02-01 00:00:00,,CA1,0
gd691243,長沢由太郎,C02,M,2017-02-01 00:00:00,,CA1,0
gd703449,小山柚希,C01,F,2017-02-01 00:00:00,,CA1,0
hd200782,勝田徳一,C01,M,2017-02-01 00:00:00,,CA1,0
hd210141,川西佳代,C01,F,2017-02-01 00:00:00,,CA1,0
hd216701,青柳義夫,C03,M,2017-02-01 00:00:00,,CA1,0
hd285695,川西辰也,C03,M,2017-02-01 00:00:00,,CA1,0
hd296847,進藤明里,C02,F,2017-02-01 00:00:00,,CA1,0
hd424190,橋本幸哉,C03,M,2017-02-01 00:00:00,,CA1,0
hd642174,長尾歌音,C02,F,2017-02-01 00:00:00,,CA1,0
hd742096,堀内総一朗,C01,M,2017-02-01 00:00:00,,CA1,0
hd788375,飯島竹雄,C01,M,2017-02-01 00:00:00,,CA1,0
hd799859,浅田博明,C01,M,2017-02-01 00:00:00,,CA1,0
hd826767,中山遥華,C01,F,2017-02-01 00:00:00,,CA1,0
hd831023,日下部晴臣,C03,M,2017-02-01 00:00:00,,CA1,0
hd853800,上条直樹,C01,M,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
hd907996,緒方武志,C01,M,2017-02-01 00:00:00,,CA1,0
hi263548,福田昭治,C03,M,2017-02-01 00:00:00,,CA1,0
hi361018,佐々木陽和,C02,F,2017-02-01 00:00:00,,CA1,0
hi521002,岩間英一,C01,M,2017-02-01 00:00:00,,CA1,0
hi599892,大関向陽,C03,M,2017-02-01 00:00:00,,CA1,0
hi628557,古川和徳,C01,M,2017-02-01 00:00:00,,CA1,0
hi648498,関本貞子,C02,F,2017-02-01 00:00:00,,CA1,0
hi736424,神谷結衣,C01,F,2017-02-01 00:00:00,2018-08-31 00:00:00,CA1,1
hi752359,土田新一,C01,M,2017-02-01 00:00:00,,CA1,0
hi835158,梅村明雄,C03,M,2017-02-01 00:00:00,,CA1,0
ik004670,村木理恵,C03,F,2017-02-01 00:00:00,,CA1,0
ik211207,多田彩夏,C01,F,2017-02-01 00:00:00,,CA1,0
ik250551,福岡次郎,C01,M,2017-02-01 00:00:00,,CA1,0
ik526507,垣内陽大,C03,M,2017-02-01 00:00:00,2018-05-31 00:00:00,CA1,1
ik743815,池田夏希,C01,F,2017-02-01 00:00:00,,CA1,0
ik913187,甲斐由梨,C01,F,2017-02-01 00:00:00,,CA1,0
ik929378,本間悦子,C02,F,2017-02-01 00:00:00,,CA1,0
oa134132,妹尾茜,C01,F,2017-02-01 00:00:00,2018-09-30 00:00:00,CA1,1
oa152457,片桐繁夫,C01,M,2017-02-01 00:00:00,,CA1,0
oa154669,半田博一,C01,M,2017-02-01 00:00:00,2019-01-31 00:00:00,CA1,1
oa270348,吉川清人,C03,M,2017-02-01 00:00:00,2018-08-31 00:00:00,CA1,1
oa377888,森川好美,C01,F,2017-02-01 00:00:00,,CA1,0
oa667284,唐沢高嶺,C01,M,2017-02-01 00:00:00,,CA1,0
oa816818,吉岡佐太郎,C01,M,2017-02-01 00:00:00,2018-09-30 00:00:00,CA1,1
oa871608,西口真希,C01,F,2017-02-01 00:00:00,,CA1,0
oa874597,濱田良三,C03,M,2017-02-01 00:00:00,,CA1,0
oa917517,野田亜由美,C02,F,2017-02-01 00:00:00,,CA1,0
pl210567,神野涼冴,C01,M,2017-02-01 00:00:00,,CA1,0
pl215097,広瀬睦夫,C01,M,2017-02-01 00:00:00,,CA1,0
pl338734,伴和佳,C01,F,2017-02-01 00:00:00,2018-05-31 00:00:00,CA1,1
pl346258,日比野一弘,C01,M,2017-02-01 00:00:00,,CA1,0
pl500772,飯島愛菜,C02,F,2017-02-01 00:00:00,,CA1,0
pl522022,脇田信也,C03,M,2017-02-01 00:00:00,,CA1,0
pl628468,笹森光一,C03,M,2017-02-01 00:00:00,,CA1,0
pl659352,赤坂桃菜,C02,F,2017-02-01 00:00:00,,CA1,0
pl839656,堀井穂乃香,C01,F,2017-02-01 00:00:00,,CA1,0
pl988722,高見武彦,C03,M,2017-02-01 00:00:00,,CA1,0
ts044469,長井瑠璃,C02,F,2017-02-01 00:00:00,,CA1,0
ts541856,大林明華音,C01,F,2017-02-01 00:00:00,,CA1,0
ts807008,星野卓,C01,M,2017-02-01 00:00:00,,CA1,0
ts816344,福永咲子,C02,F,2017-02-01 00:00:00,,CA1,0
ts882329,塚原幸三,C03,M,2017-02-01 00:00:00,,CA1,0
as071660,河原美姫,C01,F,2017-03-01 00:00:00,,CA1,0
as123220,石崎瑞稀,C01,F,2017-03-01 00:00:00,,CA1,0
as158438,宮田和男,C01,M,2017-03-01 00:00:00,,CA1,0
as170379,土居哲雄,C01,M,2017-03-01 00:00:00,,CA1,0
as186727,赤坂金吾,C03,M,2017-03-01 00:00:00,,CA1,0
as194595,中里春代,C02,F,2017-03-01 00:00:00,,CA1,0
as288339,江崎恵,C03,F,2017-03-01 00:00:00,,CA1,0
as321794,宮本貴文,C01,M,2017-03-01 00:00:00,2018-12-31 00:00:00,CA1,1
as369418,川本風花,C01,F,2017-03-01 00:00:00,,CA1,0
as448355,今井千晴,C02,F,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
as458614,神谷亜希子,C01,F,2017-03-01 00:00:00,,CA1,0
as625761,平山義信,C01,M,2017-03-01 00:00:00,,CA1,0
as693220,吉岡孝通,C03,M,2017-03-01 00:00:00,,CA1,0
gd025393,塚本利彦,C01,M,2017-03-01 00:00:00,,CA1,0
gd106824,川井幸大,C01,M,2017-03-01 00:00:00,,CA1,0
gd311895,柏原小羽奈,C01,F,2017-03-01 00:00:00,,CA1,0
gd323300,麻生喜代,C02,F,2017-03-01 00:00:00,,CA1,0
gd390442,谷本忠広,C01,M,2017-03-01 00:00:00,2018-10-31 00:00:00,CA1,1
gd439332,藤本清司,C01,M,2017-03-01 00:00:00,,CA1,0
gd812059,大場花柚,C02,F,2017-03-01 00:00:00,,CA1,0
hd037991,関本裕紀,C02,F,2017-03-01 00:00:00,,CA1,0
hd044319,河本桃子,C01,F,2017-03-01 00:00:00,2019-01-31 00:00:00,CA1,1
hd307544,小杉栄治,C01,M,2017-03-01 00:00:00,,CA1,0
hd403941,高柳天音,C01,F,2017-03-01 00:00:00,,CA1,0
hd487976,古沢麻美,C02,F,2017-03-01 00:00:00,,CA1,0
hd559223,広瀬実可,C01,F,2017-03-01 00:00:00,,CA1,0
hd672719,田畑雪弥,C02,M,2017-03-01 00:00:00,2018-10-31 00:00:00,CA1,1
hd722956,菅澄江,C01,F,2017-03-01 00:00:00,,CA1,0
hi069935,堀田貴士,C03,M,2017-03-01 00:00:00,,CA1,0
hi181600,加藤正紀,C01,M,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
hi322689,伊藤成美,C02,F,2017-03-01 00:00:00,,CA1,0
hi477055,矢野夏音,C02,F,2017-03-01 00:00:00,,CA1,0
hi557133,熊沢清茂,C01,M,2017-03-01 00:00:00,,CA1,0
hi607042,板倉純子,C03,F,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
hi630678,星野英男,C03,M,2017-03-01 00:00:00,,CA1,0
hi636571,川名綾菜,C01,F,2017-03-01 00:00:00,,CA1,0
hi739497,荒川純子,C03,F,2017-03-01 00:00:00,2019-02-28 00:00:00,CA1,1
hi740503,堀川健司,C01,M,2017-03-01 00:00:00,,CA1,0
hi852974,高見克美,C02,M,2017-03-01 00:00:00,,CA1,0
ik341016,高井彰,C01,M,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
ik359438,加藤結愛,C03,F,2017-03-01 00:00:00,,CA1,0
ik510241,三枝佳織,C02,F,2017-03-01 00:00:00,,CA1,0
ik560712,竹下葉子,C01,F,2017-03-01 00:00:00,,CA1,0
ik623902,田代久吉,C03,M,2017-03-01 00:00:00,,CA1,0
ik853515,平林慎一郎,C01,M,2017-03-01 00:00:00,,CA1,0
oa410852,高畑嘉男,C01,M,2017-03-01 00:00:00,,CA1,0
oa423141,笹川美鈴,C02,F,2017-03-01 00:00:00,,CA1,0
oa501813,清水重光,C03,M,2017-03-01 00:00:00,,CA1,0
oa512978,今川直,C02,M,2017-03-01 00:00:00,2019-01-31 00:00:00,CA1,1
oa953933,前川和義,C01,M,2017-03-01 00:00:00,,CA1,0
oa963366,堀月乃,C02,F,2017-03-01 00:00:00,,CA1,0
pl033359,小暮雅夫,C01,M,2017-03-01 00:00:00,2018-04-30 00:00:00,CA1,1
pl049278,小田一礼,C02,M,2017-03-01 00:00:00,,CA1,0
pl067195,金田勇,C01,M,2017-03-01 00:00:00,,CA1,0
pl267719,中塚千尋,C02,F,2017-03-01 00:00:00,,CA1,0
pl299549,西島光一,C01,M,2017-03-01 00:00:00,,CA1,0
pl443639,奥村祐希,C02,F,2017-03-01 00:00:00,,CA1,0
pl470792,岸田実結,C01,F,2017-03-01 00:00:00,,CA1,0
pl635475,中沢里歌,C01,F,2017-03-01 00:00:00,,CA1,0
pl907890,市原歩,C01,F,2017-03-01 00:00:00,,CA1,0
ts007439,長谷川昌信,C03,M,2017-03-01 00:00:00,,CA1,0
ts146087,大橋公雄,C01,M,2017-03-01 00:00:00,,CA1,0
ts258685,中森莉穂,C01,F,2017-03-01 00:00:00,,CA1,0
ts282078,大場萌恵,C03,F,2017-03-01 00:00:00,,CA1,0
ts341150,大江美佳,C03,F,2017-03-01 00:00:00,,CA1,0
ts416373,石野由美子,C01,F,2017-03-01 00:00:00,,CA1,0
ts454370,伊東正毅,C03,M,2017-03-01 00:00:00,2018-09-30 00:00:00,CA1,1
ts532933,大内清太郎,C01,M,2017-03-01 00:00:00,,CA1,0
ts597253,矢野栄三郎,C01,M,2017-03-01 00:00:00,,CA1,0
ts716955,寺崎竜,C01,M,2017-03-01 00:00:00,,CA1,0
ts922944,高柳保,C03,M,2017-03-01 00:00:00,,CA1,0
ts999231,安部保之,C01,M,2017-03-01 00:00:00,,CA1,0
as174345,河野敏仁,C01,M,2017-04-01 00:00:00,2018-12-31 00:00:00,CA1,1
as175707,安斎七美,C02,F,2017-04-01 00:00:00,,CA1,0
as190883,小川光昭,C03,M,2017-04-01 00:00:00,,CA1,0
as303294,李正三郎,C03,M,2017-04-01 00:00:00,,CA1,0
as369194,宮下亜希子,C03,F,2017-04-01 00:00:00,2019-02-28 00:00:00,CA1,1
as506797,浅沼亜沙美,C02,F,2017-04-01 00:00:00,,CA1,0
as552198,中嶋信彦,C01,M,2017-04-01 00:00:00,,CA1,0
as634661,益子雪菜,C02,F,2017-04-01 00:00:00,2019-02-28 00:00:00,CA1,1
as662285,中本満夫,C01,M,2017-04-01 00:00:00,,CA1,0
as716291,山岡豊樹,C03,M,2017-04-01 00:00:00,,CA1,0
as717316,藤谷幸次郎,C01,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
as771307,杉本明莉,C02,F,2017-04-01 00:00:00,2019-03-31 00:00:00,CA1,1
as781999,高尾奈央,C02,F,2017-04-01 00:00:00,,CA1,0
as929514,谷宣政,C01,M,2017-04-01 00:00:00,,CA1,0
as938269,岩田政信,C03,M,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
as977127,小柳敬三,C03,M,2017-04-01 00:00:00,,CA1,0
as992593,石本衣織,C03,F,2017-04-01 00:00:00,,CA1,0
gd067591,北島紗耶,C01,F,2017-04-01 00:00:00,,CA1,0
gd070247,柏木正次郎,C01,M,2017-04-01 00:00:00,,CA1,0
gd086932,角昭治,C01,M,2017-04-01 00:00:00,,CA1,0
gd191107,都築祐二,C03,M,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
gd665518,立川真由美,C03,F,2017-04-01 00:00:00,,CA1,0
gd735013,尾崎小春,C01,F,2017-04-01 00:00:00,,CA1,0
gd866704,田島由良,C03,F,2017-04-01 00:00:00,,CA1,0
gd887148,冨田凛子,C01,F,2017-04-01 00:00:00,,CA1,0
gd966172,下川雫,C01,F,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
hd253398,篠原晶,C03,M,2017-04-01 00:00:00,2018-05-31 00:00:00,CA1,1
hd315748,長田卓,C01,M,2017-04-01 00:00:00,,CA1,0
hd319220,豊島勇治,C03,M,2017-04-01 00:00:00,2019-01-31 00:00:00,CA1,1
hd412914,森下幸,C01,F,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1
hd453100,高柳勝子,C02,F,2017-04-01 00:00:00,,CA1,0
